,pct,year,BNFCode,BNFName,TotalItems,TotalCost
113,04V,2018,0208020Y0BBAEAE,Xarelto_Initiation Tt/Pack(Tab15mg/20mg),1,81.91662
114,99C,2018,0208020X0BBAAAA,Pradaxa_Cap 75mg,1,88.53034
115,07P,2015,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,1,343.71
116,02X,2017,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),1,81.58906
117,07K,2018,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),2,163.77141999999998
118,11M,2018,0208020Y0BBAEAE,Xarelto_Initiation Tt/Pack(Tab15mg/20mg),1,81.89039
119,06P,2018,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),1,81.75572
120,07V,2019,0208020N0AAAAAA,Phenindione_Tab 10mg,3,4248.17853
121,09F,2010,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,1,92.08
122,03J,2019,0208020Y0BBAEAE,Xarelto_Initiation Tt/Pack(Tab15mg/20mg),1,81.88743
123,03F,2019,0208020N0AAABAB,Phenindione_Tab 25mg,1,1498.54401
124,01C,2018,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml,1,386.3637
125,03T,2017,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),1,81.58906
126,10R,2018,0208020V0BBABAB,Marevan_Tab 3mg,3,1.01097
127,01X,2018,0208020Y0BBAEAE,Xarelto_Initiation Tt/Pack(Tab15mg/20mg),1,81.77553
128,07T,2016,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,254,17378.09
129,01J,2016,0208020AAAAABAB,Edoxaban_Tab 30mg                       ,23,1284.6200000000001
130,99J,2016,0208020AAAAABAB,Edoxaban_Tab 30mg                       ,3,143.92000000000002
131,05R,2016,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,7,335.91999999999996
132,10L,2017,0208020V0BBABAB,Marevan_Tab 3mg,43,20.480890000000002
133,11J,2017,0208020V0BBAAAA,Marevan_Tab 1mg,65,60.92229999999999
134,08T,2016,0208020AAAAABAB,Edoxaban_Tab 30mg                       ,6,192.34
135,10K,2017,0208020V0BBACAD,Marevan_Tab 5mg,3,2.65002
136,01Y,2010,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,10,801.0900000000001
137,04D,2010,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,5,352.82
138,04V,2012,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,1,82.96
139,99G,2011,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,1,179.35
140,11X,2014,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,3,1391.29
141,05Y,2017,0208020V0BBAAAA,Marevan_Tab 1mg,1,0.58698
142,09E,2017,0208020Y0BBAAAA,Xarelto_Tab 10mg,19,416.72155999999995
143,09X,2018,0208020AABBABAB,Lixiana_Tab 30mg,21,1363.99892
144,08W,2019,0208020N0AAABAB,Phenindione_Tab 25mg,2,7998.26721
145,99M,2019,0208020AABBABAB,Lixiana_Tab 30mg,4,273.12924
146,11A,2018,0208020AABBABAB,Lixiana_Tab 30mg,7,545.62648
147,01X,2017,0208020Y0BBAAAA,Xarelto_Tab 10mg,1,46.8308
148,09H,2017,0208020V0BBAFAS,Marevan_Tab 500mcg,1,1.39356
149,10K,2018,0208020V0BBAAAA,Marevan_Tab 1mg,7,8.13965
150,02H,2018,0208020Y0BBAEAE,Xarelto_Initiation Tt/Pack(Tab15mg/20mg),1,81.8938
151,05L,2018,0208020Y0BBAEAE,Xarelto_Initiation Tt/Pack(Tab15mg/20mg),1,81.88826
152,14L,2011,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,1,64.53
153,05Y,2019,0208020Y0BBAEAE,Xarelto_Initiation Tt/Pack(Tab15mg/20mg),2,163.85503999999997
154,07M,2018,0208020V0BBABAB,Marevan_Tab 3mg,4,5.2444
155,04Y,2019,0208020V0BBABAB,Marevan_Tab 3mg,1,7.44266
156,15A,2019,0208020Y0BBAEAE,Xarelto_Initiation Tt/Pack(Tab15mg/20mg),1,163.91043
157,04G,2019,0208020Y0BBADAD,Xarelto_Tab 2.5mg,1,1.78392
158,07Q,2019,0208020Y0BBAAAA,Xarelto_Tab 10mg,2,200.65706
159,15N,2017,0208020Y0BBAEAE,Xarelto_Initiation Tt/Pack(Tab15mg/20mg),1,81.72637
160,11E,2017,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),1,163.42793
161,06T,2017,0208020N0AAACAC,Phenindione_Tab 50mg,1,48.03077
162,09Y,2017,0208020AABBABAB,Lixiana_Tab 30mg,1,45.40013
163,05N,2016,0208020Y0BBADAD,Xarelto_Tab 2.5mg                       ,12,560.0
164,09H,2016,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,15,13558.82
165,11A,2016,0208020AAAAABAB,Edoxaban_Tab 30mg                       ,65,2891.81
166,01Y,2016,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,1,54.43
167,15N,2016,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,22,1062.1799999999998
168,11E,2016,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,9,534.65
169,10X,2017,0208020N0AAABAB,Phenindione_Tab 25mg,14,14680.53169
170,03D,2015,0208020AABBACAC,Lixiana_Tab 60mg                        ,2,67.95
171,08G,2016,0208020AAAAABAB,Edoxaban_Tab 30mg                       ,2,95.96000000000001
172,06A,2012,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,20,1736.1699999999998
173,06V,2017,0208020N0AAAAAA,Phenindione_Tab 10mg,1,1925.50874
174,05A,2018,0208020Y0BBAAAA,Xarelto_Tab 10mg,25,1731.4714399999998
175,15E,2018,0208020Y0BBAAAA,Xarelto_Tab 10mg,13,651.50398
176,10E,2018,0208020Y0BBAAAA,Xarelto_Tab 10mg,3,140.66828
177,10J,2018,0208020N0AAAAAA,Phenindione_Tab 10mg,7,14981.00365
178,01X,2017,0208020Y0BBAEAE,Xarelto_Initiation Tt/Pack(Tab15mg/20mg),1,81.6699
179,06V,2019,0208020Y0BBAAAA,Xarelto_Tab 10mg,4,200.60519
180,07W,2018,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),4,327.38889
181,11M,2018,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml,4,313.04233
182,99G,2010,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,2,1582.15
183,06T,2017,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml,1,1020.25447
184,15N,2018,0208020Y0BBAEAE,Xarelto_Initiation Tt/Pack(Tab15mg/20mg),2,327.11135
185,99M,2019,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),2,163.89668999999998
186,09X,2019,0208020AABBABAB,Lixiana_Tab 30mg,2,91.00447
187,99A,2017,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml,1,85.04872
188,09P,2017,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),2,163.44909
189,08M,2018,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),1,81.8938
190,07M,2018,0208020V0BBAAAA,Marevan_Tab 1mg,4,4.6507000000000005
191,13T,2018,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),1,81.82073
192,09Y,2018,0208020AABBABAB,Lixiana_Tab 30mg,2,90.82454
193,06K,2016,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,39,1716.7900000000002
194,09H,2016,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,5,239.98
195,08K,2016,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,41,1167.31
196,09J,2016,0208020AAAAABAB,Edoxaban_Tab 30mg                       ,16,780.6999999999999
197,10E,2016,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,15,751.95
198,12D,2016,0208020AAAAABAB,Edoxaban_Tab 30mg                       ,56,1323.66
199,01E,2016,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,16,913.61
200,03D,2015,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,16,502.90999999999997
201,03W,2012,0208020V0AAAKAK,Warfarin Sod_Liq Spec 25mg/5ml          ,1,166.21
202,05T,2015,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,6,1915.19
203,01E,2015,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,3,163.02
204,04G,2010,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,7,1514.9
205,03W,2017,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml,7,1300.3217
206,04G,2011,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,9,3282.1499999999996
207,15C,2017,0208020V0BBACAD,Marevan_Tab 5mg,2,3.339
208,09C,2017,0208020N0AAABAB,Phenindione_Tab 25mg,3,15833.6502
209,04C,2018,0208020V0BBAAAA,Marevan_Tab 1mg,149,267.97747999999996
210,05X,2015,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,1,351.47
211,08N,2018,0208020Y0BBAAAA,Xarelto_Tab 10mg,6,473.33187
212,05J,2018,0208020N0AAAAAA,Phenindione_Tab 10mg,4,7990.17447
213,11A,2018,0208020N0AAABAB,Phenindione_Tab 25mg,6,7990.178040000001
214,11E,2019,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),4,327.79598
215,00P,2018,0208020N0AAAAAA,Phenindione_Tab 10mg,11,5493.36516
216,15E,2018,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),1,81.88826
217,02H,2015,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,1,54.32
218,03T,2019,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),1,81.88743
219,99F,2019,0208020Y0BBAAAA,Xarelto_Tab 10mg,3,220.97374
220,09W,2019,0208020N0AAABAB,Phenindione_Tab 25mg,2,11994.14904
221,06F,2019,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),1,81.96761
222,11M,2019,0208020Y0BBAEAE,Xarelto_Initiation Tt/Pack(Tab15mg/20mg),1,81.88743
223,07G,2017,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),2,163.31178
224,15M,2017,0208020Y0BBAEAE,Xarelto_Initiation Tt/Pack(Tab15mg/20mg),2,326.73564
225,15N,2018,0208020X0BBAAAA,Pradaxa_Cap 75mg,1,5.62733
226,09G,2018,0208020N0AAABAB,Phenindione_Tab 25mg,1,249.52627
227,08D,2018,0208020N0AAAAAA,Phenindione_Tab 10mg,1,1496.49562
228,02R,2017,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),2,245.14335999999997
229,15D,2018,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),1,81.85864
230,10R,2016,0208020AAAAABAB,Edoxaban_Tab 30mg                       ,39,1503.97
231,05H,2016,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,6,287.97
232,00L,2016,0208020AAAAABAB,Edoxaban_Tab 30mg                       ,25,1738.8000000000002
233,07P,2016,0208020AAAAABAB,Edoxaban_Tab 30mg                       ,22,266.36
234,09H,2015,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,19,5849.089999999999
235,03F,2017,0208020N0AAAAAA,Phenindione_Tab 10mg,7,10313.63338
236,08M,2017,0208020N0AAAAAA,Phenindione_Tab 10mg,15,77139.26824
237,10D,2010,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,3,421.52
238,04G,2010,0208020V0AAAVAV,Warfarin Sod_Liq Spec 10mg/5ml          ,1,112.91
239,06M,2013,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,2,174.5
240,09D,2018,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),8,736.59412
241,07H,2018,0208020Y0BBAAAA,Xarelto_Tab 10mg,15,700.3503999999999
242,03K,2018,0208020Y0BBAAAA,Xarelto_Tab 10mg,10,501.08121
243,09W,2017,0208020N0AAABAB,Phenindione_Tab 25mg,8,42225.16128
244,09P,2018,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),5,573.2232799999999
245,03Q,2018,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),2,163.71728
246,15F,2018,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),5,409.40164999999996
247,01G,2018,0208020N0AAABAB,Phenindione_Tab 25mg,1,499.30419
248,01Y,2019,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),3,245.78672
249,00C,2018,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),1,81.8938
250,02W,2018,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),7,573.2875300000001
251,03J,2018,0208020N0AAAAAA,Phenindione_Tab 10mg,14,21952.380749999997
252,06T,2018,0208020Y0BBAAAA,Xarelto_Tab 10mg,5,250.68302
253,09G,2010,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,4,469.32
254,05A,2019,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml,1,55.70126
255,06W,2018,0208020N0AAABAB,Phenindione_Tab 25mg,1,125.0044
256,09E,2018,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),4,327.50619
257,10C,2018,0208020N0AAABAB,Phenindione_Tab 25mg,5,4991.3125199999995
258,99N,2015,0208020AAAAABAB,Edoxaban_Tab 30mg                       ,1,54.31
259,09P,2019,0208020N0AAABAB,Phenindione_Tab 25mg,3,2999.59743
260,01G,2019,0208020X0BBAAAA,Pradaxa_Cap 75mg,1,25.38275
261,15E,2019,0208020Y0BBAAAA,Xarelto_Tab 10mg,5,241.07831
262,11J,2019,0208020V0BBABAB,Marevan_Tab 3mg,1,0.6999
263,09L,2019,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),1,81.92908
264,07L,2017,0208020Y0BBADAD,Xarelto_Tab 2.5mg,2,93.39385
265,07W,2018,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml,1,66.78459
266,02N,2016,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,1,48.0
267,09J,2016,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,33,1945.9499999999998
268,04Y,2016,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,11,767.84
269,07Y,2016,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,9,527.92
270,10Q,2016,0208020V0AABABA,Warfarin Sod_Cap 1mg                    ,2,553.8399999999999
271,00C,2015,0208020AAAAABAB,Edoxaban_Tab 30mg                       ,4,217.5
272,00L,2016,0208020AAAAAAAA,Edoxaban_Tab 15mg                       ,1,108.97
273,09X,2016,0208020AABBACAC,Lixiana_Tab 60mg                        ,5,239.93
274,07X,2016,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,3,150.45
275,99F,2016,0208020AAAAABAB,Edoxaban_Tab 30mg                       ,2,95.95
276,09N,2017,0208020N0AAAAAA,Phenindione_Tab 10mg,1,2409.43697
277,01H,2017,0208020N0AAAAAA,Phenindione_Tab 10mg,4,15816.70379
278,00J,2012,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,2,195.94
279,02P,2011,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,1,106.56
280,05Y,2017,0208020N0AAABAB,Phenindione_Tab 25mg,8,10395.84748
281,09J,2011,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,2,319.88
282,04K,2018,0208020Y0AAAEAE,Rivaroxaban_Init Tt/Pack (Tab 15mg/20mg),2,163.64398
283,04L,2014,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,4,1306.8400000000001
284,06A,2014,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,1,173.85
285,15E,2017,0208020N0AAAAAA,Phenindione_Tab 10mg,14,27406.763409999996
286,04G,2018,0208020Y0BBADAD,Xarelto_Tab 2.5mg,8,374.18996999999996
287,05Y,2013,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,3,491.72
288,08K,2012,0208020V0AAAVAV,Warfarin Sod_Liq Spec 10mg/5ml          ,1,307.47
289,15A,2014,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,1,230.47
290,02Y,2017,0208020N0AAABAB,Phenindione_Tab 25mg,9,8836.52358
291,03Q,2018,0208020N0AAAAAA,Phenindione_Tab 10mg,1,53.63133
