,pct,year,BNFCode,BNFName,TotalItems,TotalCost
99,99C,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,9,37.52
100,06A,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,5,22.25
101,06H,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,37,150.31
102,99D,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,10,53.04
103,01A,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,66,342.63
104,05W,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,6,16.38
105,07K,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,10,56.78
106,,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,83,287.36
107,10D,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,10,83.35
108,5EM,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1,4.28
109,02A,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,72,440.32
110,08N,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,10,51.34
111,09J,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,24,188.54
112,01G,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,168,811.67
113,11J,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,75,426.45
114,04G,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,15,72.74
115,01R,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,22,125.5
116,11A,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,26,208.29
117,00C,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,17,155.72
118,02G,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,15,71.99
119,10R,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,29,49.37
120,07J,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,17,77.96
121,06P,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,3,12.84
122,00L,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,24,107.77
123,09P,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,18,90.21
124,12F,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,6,14.51
125,08D,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,15,68.57
126,02N,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,4,29.9
127,04L,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,38,174.75
128,07T,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,2,14.35
129,02T,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,9,34.74
130,14Y,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,16,73.45
131,03D,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,5,21.41
132,00R,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,55,207.37
133,03F,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,8,55.55
134,02F,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,12,72.66
135,01Y,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,85,423.23
136,02D,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,13,68.43
137,11H,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1,4.28
138,01C,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,145,801.93
139,99K,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,9,32.11
140,04E,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,2,10.28
141,04M,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,8,34.26
142,09G,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,6,31.15
143,06M,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,38,214.66
144,02E,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,20,105.54
145,01D,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,108,515.09
146,05T,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,7,29.81
147,00V,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,115,577.17
148,04H,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,17,72.68
149,15E,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,52,254.22
150,05N,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,45,204.35
151,00K,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,5,32.48
152,10X,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,13,84.61
153,02X,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,16,77.05
154,99P,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,48,588.23
155,RYF,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1,0.46
156,08Q,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,23,173.64
157,14L,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,118,734.4
158,10A,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,20,84.74
159,01W,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,190,858.2
160,07G,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,40,135.75
161,09L,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,18,112.11
162,04D,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,20,84.15
163,07L,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,11,48.8
164,10V,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,29,297.09
165,04Y,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,3,12.84
166,08H,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,3,27.13
167,10K,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,19,101.78
168,08Y,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,6,59.73
169,10Q,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,51,385.63
170,04C,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,24,268.3
171,15C,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,25,181.66
172,08T,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,10,40.99
173,03Q,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,5,21.42
174,99J,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,43,263.07
175,07W,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,5,19.19
176,99N,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,86,407.55
177,13T,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,5,30.45
178,06F,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,30,144.11
179,01J,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,19,44.66
180,05F,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1,4.25
181,03K,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,5,21.34
182,05L,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,3,12.84
183,03X,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,15,98.78
184,05P,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,13,30.94
185,00N,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,12,53.49
186,12A,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1,4.28
187,00D,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,13,85.25
188,03A,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,6,30.74
189,02Y,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,19,82.36
190,06K,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,124,655.59
191,08C,2010,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,9,73.75
192,09F,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,9,696.21
193,99E,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,5,369.31
194,01F,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,27.09
195,15D,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,3,696.01
196,09D,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,116.01
197,99J,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,4,320.98
198,08Q,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,58.02
199,13T,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,3,174.01
200,12F,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,2,432.83
201,09J,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,4,139.25
202,06K,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,7,581.97
203,09G,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,6,641.9
204,02A,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,30.94
205,08F,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,2,185.66
206,08Y,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,38.67
207,,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,2,108.3
208,08K,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,3,355.83
209,03T,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,115.98
210,14L,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,10,1125.16
211,12D,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,116.01
212,09Y,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,7,270.88
213,07N,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,61.92
214,05W,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,2,432.95
215,00L,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,2,154.66
216,00M,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,2,324.67
217,03K,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,11.62
218,03L,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,27.08
219,06N,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,77.33
220,99K,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,4,464.03
221,08N,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,3,154.69
222,10A,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,38.65
223,03V,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,81.22
224,10Q,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,2,232.07
225,09W,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,58.05
226,00V,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,11.62
227,99Q,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,2,231.96
228,00D,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,5,579.97
229,05R,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,3,371.25
230,15E,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,58
231,06Q,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,2,58.08
232,99D,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,116.03
233,01H,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,5,580.03
234,07P,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,2,131.47
235,01A,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,3,160.46
236,11J,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,38.65
237,11X,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,7,317.07
238,06F,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,5,347.92
239,07X,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,2,154.69
240,10X,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,115.98
241,07M,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,77.39
242,07Q,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,58
243,08W,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,2,23.26
244,15F,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,77.39
245,15C,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,4,386.73
246,09C,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,108.25
247,03F,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,108.33
248,02H,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,5,479.56
249,08C,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,54.18
250,99N,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,77.33
251,10J,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,8,734.48
252,05H,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,1,19.36
253,09P,2010,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,3,353.91
254,03D,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,309.2
255,05G,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,13.57
256,07Y,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,58
257,11A,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,3,649.34
258,99Q,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,4,332.43
259,09G,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,108.33
260,15E,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,58.02
261,08H,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,115.95
262,10Q,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,3,348.1
263,07G,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,6,618.64
264,05R,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,4,463.96
265,02Y,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,173.91
266,06F,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,3,297.87
267,08V,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,21,284.81
268,00V,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,3,96.71
269,07T,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,464.09
270,08N,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,54.18
271,04F,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,96.68
272,09P,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,3,141.11
273,99N,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,23.26
274,11X,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,3,168.23
275,02T,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,88.9
276,01D,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,5,564.57
277,99K,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,9,487.5
278,08W,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,58.05
279,10V,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,464.09
280,06P,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,5,633.96
281,01Y,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,216.61
282,03F,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,73.49
283,06H,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,116.06
284,06K,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,38.69
285,03K,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,116.03
286,11M,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,6,634.17
287,07X,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,232.02
288,,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,3,464.01
289,09F,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,127.57
290,03T,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,7.76
291,99M,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,324.83
292,07Q,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,19.36
293,02A,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,92.82
294,99E,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,38.71
295,09Y,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,216.46
296,08T,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,115.95
297,15C,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,7.77
298,05D,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,54.18
